Local time,Open,High,Low,Close,Volume
06.11.2009 08:00:00.000 GMT+0800,1.65720,1.66350,1.65175,1.66142,228170.8906
07.11.2009 08:00:00.000 GMT+0800,1.66142,1.66142,1.66142,1.66142,0
08.11.2009 08:00:00.000 GMT+0800,1.66091,1.66708,1.66000,1.66285,14333.7305
09.11.2009 08:00:00.000 GMT+0800,1.66285,1.68425,1.66165,1.67770,245193.8594
10.11.2009 08:00:00.000 GMT+0800,1.67770,1.67880,1.66010,1.67405,248632.4688
11.11.2009 08:00:00.000 GMT+0800,1.67400,1.67975,1.65350,1.65805,230463.0781
12.11.2009 08:00:00.000 GMT+0800,1.65820,1.66265,1.65155,1.65855,221384.6875
13.11.2009 08:00:00.000 GMT+0800,1.65855,1.67070,1.65745,1.66602,231804.625
14.11.2009 08:00:00.000 GMT+0800,1.66602,1.66602,1.66602,1.66602,0
15.11.2009 08:00:00.000 GMT+0800,1.66787,1.67290,1.66637,1.67250,20487.4004
16.11.2009 08:00:00.000 GMT+0800,1.67260,1.68780,1.66690,1.68365,196274.125
17.11.2009 08:00:00.000 GMT+0800,1.68365,1.68725,1.67540,1.68189,222430.8906
18.11.2009 08:00:00.000 GMT+0800,1.68190,1.68455,1.67140,1.67390,199804.1406
19.11.2009 08:00:00.000 GMT+0800,1.67385,1.67405,1.66055,1.66515,210279.7813
20.11.2009 08:00:00.000 GMT+0800,1.66515,1.66760,1.64600,1.65033,202274.125
21.11.2009 08:00:00.000 GMT+0800,1.65033,1.65033,1.65033,1.65033,0
22.11.2009 08:00:00.000 GMT+0800,1.65057,1.65108,1.64715,1.65000,16992.25
23.11.2009 08:00:00.000 GMT+0800,1.64995,1.66475,1.64985,1.66035,230520.0156
24.11.2009 08:00:00.000 GMT+0800,1.66035,1.66065,1.64970,1.65800,233627.5313
25.11.2009 08:00:00.000 GMT+0800,1.65800,1.67460,1.65800,1.67035,207019.3125
26.11.2009 08:00:00.000 GMT+0800,1.67025,1.67260,1.64135,1.64345,132640.2344
27.11.2009 08:00:00.000 GMT+0800,1.64345,1.65115,1.62705,1.64943,190579.0625
28.11.2009 08:00:00.000 GMT+0800,1.64943,1.64943,1.64943,1.64943,0
29.11.2009 08:00:00.000 GMT+0800,1.64890,1.65594,1.64710,1.65005,18663.0898
30.11.2009 08:00:00.000 GMT+0800,1.64995,1.65920,1.63800,1.64540,247305.4531
01.12.2009 08:00:00.000 GMT+0800,1.64530,1.66470,1.63910,1.66220,208616.4844
02.12.2009 08:00:00.000 GMT+0800,1.66220,1.66950,1.65500,1.66600,240378.0625
03.12.2009 08:00:00.000 GMT+0800,1.66595,1.67215,1.65275,1.65545,213361.0625
