Local time,Open,High,Low,Close,Volume
10.11.2009 08:00:00.000 GMT+0800,0.93131,0.93226,0.92545,0.93044,57346.9609
11.11.2009 08:00:00.000 GMT+0800,0.93042,0.93431,0.92706,0.93014,63790.6914
12.11.2009 08:00:00.000 GMT+0800,0.93018,0.93696,0.92106,0.92484,55154.3281
13.11.2009 08:00:00.000 GMT+0800,0.92491,0.93426,0.92374,0.93416,45562.6484
14.11.2009 08:00:00.000 GMT+0800,0.93416,0.93416,0.93416,0.93416,0
15.11.2009 08:00:00.000 GMT+0800,0.93344,0.93516,0.93329,0.93503,1128.1801
16.11.2009 08:00:00.000 GMT+0800,0.93494,0.94057,0.93156,0.93639,52732.9492
17.11.2009 08:00:00.000 GMT+0800,0.93641,0.93756,0.92364,0.93049,64810.6094
18.11.2009 08:00:00.000 GMT+0800,0.93054,0.93365,0.92651,0.92813,54873.7617
19.11.2009 08:00:00.000 GMT+0800,0.92816,0.92821,0.91311,0.91897,55571.7383
20.11.2009 08:00:00.000 GMT+0800,0.91898,0.92147,0.90599,0.91546,66139.7813
21.11.2009 08:00:00.000 GMT+0800,0.91546,0.91546,0.91546,0.91546,0
22.11.2009 08:00:00.000 GMT+0800,0.91452,0.91531,0.91112,0.91519,1893.92
23.11.2009 08:00:00.000 GMT+0800,0.91523,0.92766,0.91523,0.92304,51714.3906
24.11.2009 08:00:00.000 GMT+0800,0.92311,0.92316,0.91306,0.92098,58335.0195
25.11.2009 08:00:00.000 GMT+0800,0.92103,0.93216,0.92103,0.92944,59203.3281
26.11.2009 08:00:00.000 GMT+0800,0.92946,0.92946,0.89868,0.90394,43048.8906
27.11.2009 08:00:00.000 GMT+0800,0.90395,0.91090,0.89452,0.90732,62617.0313
28.11.2009 08:00:00.000 GMT+0800,0.90732,0.90732,0.90732,0.90732,0
29.11.2009 08:00:00.000 GMT+0800,0.91236,0.91468,0.90946,0.91210,2924.26
30.11.2009 08:00:00.000 GMT+0800,0.91209,0.91933,0.91046,0.91754,66281.7891
01.12.2009 08:00:00.000 GMT+0800,0.91756,0.92706,0.91048,0.92523,60401.7813
02.12.2009 08:00:00.000 GMT+0800,0.92526,0.92946,0.92306,0.92758,55919.6406
03.12.2009 08:00:00.000 GMT+0800,0.92763,0.93216,0.92306,0.92413,48992.5898
04.12.2009 08:00:00.000 GMT+0800,0.92416,0.92927,0.91076,0.91481,62763.0195
05.12.2009 08:00:00.000 GMT+0800,0.91481,0.91481,0.91481,0.91481,0
06.12.2009 08:00:00.000 GMT+0800,0.91294,0.91657,0.91294,0.91424,2113.49
07.12.2009 08:00:00.000 GMT+0800,0.91426,0.91879,0.90521,0.91475,67577.9688
08.12.2009 08:00:00.000 GMT+0800,0.91481,0.91638,0.90146,0.90224,73174.4063
09.12.2009 08:00:00.000 GMT+0800,0.90219,0.91132,0.90216,0.90955,68180.3438
10.12.2009 08:00:00.000 GMT+0800,0.90956,0.91898,0.90906,0.91634,48291.5391
11.12.2009 08:00:00.000 GMT+0800,0.91641,0.91924,0.90901,0.91181,47140.8906
12.12.2009 08:00:00.000 GMT+0800,0.91181,0.91181,0.91181,0.91181,0
13.12.2009 08:00:00.000 GMT+0800,0.91114,0.91176,0.90909,0.91042,1621.86
14.12.2009 08:00:00.000 GMT+0800,0.91048,0.91744,0.90536,0.91563,51205.0898
15.12.2009 08:00:00.000 GMT+0800,0.91561,0.91654,0.90332,0.90577,45569.8711
16.12.2009 08:00:00.000 GMT+0800,0.90581,0.90698,0.89546,0.89905,60721.1602
17.12.2009 08:00:00.000 GMT+0800,0.89911,0.90044,0.88089,0.88479,55938.7539
18.12.2009 08:00:00.000 GMT+0800,0.88474,0.89116,0.88276,0.89026,48559.1016
19.12.2009 08:00:00.000 GMT+0800,0.89026,0.89026,0.89026,0.89026,0
20.12.2009 08:00:00.000 GMT+0800,0.89071,0.89095,0.88821,0.88887,1163.4301
21.12.2009 08:00:00.000 GMT+0800,0.88895,0.89036,0.87823,0.88047,43358.0195
22.12.2009 08:00:00.000 GMT+0800,0.88048,0.88341,0.87421,0.87639,46775.4102
23.12.2009 08:00:00.000 GMT+0800,0.87646,0.88182,0.87336,0.87973,32141.2207
24.12.2009 08:00:00.000 GMT+0800,0.87978,0.88594,0.87958,0.88253,12737.8799
25.12.2009 08:00:00.000 GMT+0800,0.88253,0.88253,0.88253,0.88253,0
26.12.2009 08:00:00.000 GMT+0800,0.88253,0.88253,0.88253,0.88253,0
27.12.2009 08:00:00.000 GMT+0800,0.88419,0.88492,0.88302,0.88414,566.65
28.12.2009 08:00:00.000 GMT+0800,0.88415,0.88906,0.88259,0.88665,15521.4805
29.12.2009 08:00:00.000 GMT+0800,0.88671,0.89926,0.88601,0.89334,30823.3906
30.12.2009 08:00:00.000 GMT+0800,0.89335,0.89586,0.89010,0.89404,31142.9707
31.12.2009 08:00:00.000 GMT+0800,0.89411,0.90100,0.89287,0.89412,27786.4199
01.01.2010 08:00:00.000 GMT+0800,0.89725,0.89745,0.89713,0.89722,72622.2578
02.01.2010 08:00:00.000 GMT+0800,0.89722,0.89722,0.89722,0.89722,0
03.01.2010 08:00:00.000 GMT+0800,0.89823,0.89970,0.89713,0.89713,1303.15
04.01.2010 08:00:00.000 GMT+0800,0.89716,0.91366,0.89379,0.91239,45216.7813
05.01.2010 08:00:00.000 GMT+0800,0.91246,0.91737,0.90916,0.91150,52283.2188
