Local time,Open,High,Low,Close,Volume
25.12.2009 08:00:00.000 GMT+0800,91.441,91.610,91.100,91.315,449137.5938
26.12.2009 08:00:00.000 GMT+0800,91.315,91.315,91.315,91.315,0
27.12.2009 08:00:00.000 GMT+0800,91.175,91.605,91.170,91.460,39270.8984
28.12.2009 08:00:00.000 GMT+0800,91.460,91.765,91.405,91.700,269392.8125
29.12.2009 08:00:00.000 GMT+0800,91.700,92.075,91.525,91.980,417566.9063
30.12.2009 08:00:00.000 GMT+0800,91.980,92.760,91.975,92.450,360136.6563
31.12.2009 08:00:00.000 GMT+0800,92.445,93.140,91.910,93.002,258634.0938
01.01.2010 08:00:00.000 GMT+0800,93.010,93.020,92.980,93.000,4811
02.01.2010 08:00:00.000 GMT+0800,93.000,93.000,93.000,93.000,0
03.01.2010 08:00:00.000 GMT+0800,93.000,93.085,92.680,92.735,21224
04.01.2010 08:00:00.000 GMT+0800,92.735,93.210,92.185,92.470,578017
05.01.2010 08:00:00.000 GMT+0800,92.470,92.515,91.240,91.550,641027
06.01.2010 08:00:00.000 GMT+0800,91.550,92.740,91.520,92.355,652575
07.01.2010 08:00:00.000 GMT+0800,92.355,93.765,92.100,93.445,582184
08.01.2010 08:00:00.000 GMT+0800,93.445,93.670,91.820,91.820,567743
09.01.2010 08:00:00.000 GMT+0800,91.820,91.820,91.820,91.820,0
10.01.2010 08:00:00.000 GMT+0800,92.590,92.680,92.215,92.350,16769
11.01.2010 08:00:00.000 GMT+0800,92.350,92.660,91.810,92.100,581296
12.01.2010 08:00:00.000 GMT+0800,92.100,92.425,90.720,91.100,618225
13.01.2010 08:00:00.000 GMT+0800,91.095,91.560,90.900,91.395,707868
14.01.2010 08:00:00.000 GMT+0800,91.390,92.040,90.840,91.270,562974
15.01.2010 08:00:00.000 GMT+0800,91.270,91.315,90.600,90.650,634278
16.01.2010 08:00:00.000 GMT+0800,90.650,90.650,90.650,90.650,0
17.01.2010 08:00:00.000 GMT+0800,90.820,90.995,90.690,90.845,14500
18.01.2010 08:00:00.000 GMT+0800,90.845,91.060,90.560,90.700,378074
19.01.2010 08:00:00.000 GMT+0800,90.700,91.260,90.315,91.205,654299
20.01.2010 08:00:00.000 GMT+0800,91.200,91.460,90.790,91.195,639032
21.01.2010 08:00:00.000 GMT+0800,91.200,91.870,89.855,90.435,688999
